V_Word,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your,about,above,af,after,again,against,all,almost,along,also,although,always,american,among,an,another,any,are,area,around,as,asked,at,away,back,be,because,become,been,before,began,being,best,better,between,big,both,business,but,by,called,came,can,case,certain,children,church,city,come,could,country,course,day,days,development,did,different,do,does,done,door,down,during,each,early,end,enough,even,ever,every,example,eyes,face,fact,family,far,felt,few,find,first,for,form,found,four,from,general,get,give,given,go,god,going,good,got,government,great,group,had,hand,has,have,he,head,help,her,here,high,him,himself,his,home,house,how,however,human,if,important,interest,into,is,it,its,itself,john,just,kind,knew,know,large,last,later,law,least,left,less,let,life,light,like,line,little,long,look,looked,made,make,man,many,matter,may,me,means,members,men,might,mind,more,most,much,must,my,name,national,need,never,new,next,night,no,not,nothing,now,number,off,often,old,on,once,one,only,open,or,order,other,others,our,out,over,own,part,people,per,perhaps,place,point,possible,power,present,president,problem,program,public,put,rather,right,room,said,same,saw,say,school,second,see,seemed,sense,service,set,several,she,should,side,since,small,so,social,some,something,state,states,still,such,system,take,than,that,their,them,then,there,these,they,thing,things,think,this,those,though,thought,three,through,thus,time,times,told,too,took,toward,turned,two,under,united,until,up,upon,us,use,used,very,want,war,was,water,way,we,well,went,were,what,when,where,which,while,white,who,whole,why,will,with,within,without,work,world,would,year,years,yet,york,you,young,your
united,1,1,0,1,3,3,5,0,0,0,1,0,0,0,1,1,3,2,0,1,8,0,4,0,3,6,0,0,1,1,0,0,1,0,4,0,1,1,4,23,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,1,21,0,1,1,10,6,0,0,1,1,0,0,0,0,26,1,0,0,0,4,1,0,1,0,1,1,3,0,0,0,1,3,1,0,0,4,0,1,1,5,3,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,0,0,3,0,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,1,0,4,1,1,2,1,4,0,3,0,2,3,1,0,1,8,0,0,0,0,1,0,0,9,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,0,0,5,1,1,0,0,3,29,4,3,1,0,0,1,0,0,0,1,2,0,0,2,0,0,3,0,0,1,0,1,0,0,2,5,0,0,1,1,2,1,0,1,3,3,1,2,3,1,0,4,2,1,0,4,0,0,1,0,1,0,12,2,1,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0,0,1,0,0,8,0,3,0,0,3,0,0,0,1,1,0,0,0,0,0,0,1,7,5,0,1,5,1,0,0,1,0,0,5,0,1,4,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,6,1,0,4,0,7,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,12,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,1,0,2,2,0,3,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,5,0,1,1,2,9,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,1,0,2,392,0,0,0,0,0,1,2,1,2,2,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,1,1,14,0,0,3,0,0,1,0,1,3,2,0,0,2,1,1,4,6,0,0,0,1,2,0,0,1,0,1,0,0
until,5,0,0,1,2,1,2,1,0,0,0,0,0,1,2,0,1,0,0,0,1,0,7,0,2,8,0,1,5,3,1,0,0,1,0,1,0,0,3,3,0,1,0,2,0,0,0,0,1,0,0,1,3,0,0,1,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,2,4,2,0,0,6,0,2,0,0,1,0,0,0,2,2,0,0,7,1,0,2,4,0,0,10,2,1,3,1,5,0,3,0,1,0,0,2,0,1,4,13,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,2,2,0,0,0,1,1,0,0,0,0,1,0,0,3,0,1,4,0,1,1,2,0,1,0,2,3,0,0,0,24,1,0,0,1,0,0,13,0,0,2,1,3,0,3,0,2,1,2,2,0,0,0,0,3,0,0,1,0,0,0,0,1,0,1,0,0,2,0,0,0,1,0,2,0,1,1,1,1,2,0,2,0,1,1,1,0,0,1,0,1,0,0,1,2,9,3,3,0,2,3,1,0,0,0,3,0,0,0,0,0,0,6,1,0,1,0,0,1,2,0,0,0,8,0,1,0,2,0,0,0,13,1,0,1,2,1,4,0,0,0,3,2,0,2,1,0,2,2,0,0,2,0,0,4,0,0,1,2,0,1,4,0,0,12,0,0,6,0,0,0,0,0,1,0,7,0,1,11,0,0,2,1,6,0,1,0,1,1,2,1,0,0,0,1,0,0,1,0,2,2,0,4,2,0,1,1,2,0,2,9,0,0,5,1,0,1,1,1,0,0,1,1,2,0,3,4,0,1,0,0,0,0,0,0,0,0,1,2,0,3,1,0,3,1,1,1,7,0,0,0,0,0,0,4,4,0,1,20,0,4,6,43,0,0,2,1,0,0,0,8,0,0,1,0,0,0,0,0,1,19,32,4,1,2,1,1,0,0,0,8,1,0,0,1,0,0,1,0,0,1,1,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,1,0,3,0,0,0,0,0,1,1,1,0,0,4,0,0,0,1,2,1,3,0,0,1,0,1,0,2,1,1,1,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,3,1,0,0,1,1,0,0,0,0,11,0,0,0,0,1,0,4,0,3,0,0,4,0,0,0,6,2,0,7,4,1,27,0,0,0,9,0,0,1,2,1,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,0,1,28,1,1,10,2,1,4,0,8,0,1,0,1,0,0,0,0,1,0,1,3,0,0,6,1,0,0,10,1,1
up,5,0,0,0,1,0,16,1,0,6,0,4,1,0,1,1,1,17,0,1,3,1,8,1,12,38,0,1,27,4,3,7,0,1,0,2,1,2,12,9,2,42,14,1,0,3,0,1,20,16,1,1,4,1,0,1,0,0,0,0,2,6,0,0,0,4,2,2,2,0,1,3,6,1,0,1,0,0,0,1,13,0,0,0,7,0,17,24,4,21,0,11,0,31,1,0,0,55,2,10,14,90,6,5,19,1,4,27,10,15,2,3,0,0,0,2,0,0,0,35,61,1,3,0,5,0,0,1,0,1,0,0,2,0,0,3,0,2,2,2,0,0,8,30,34,19,7,1,3,3,19,0,0,0,5,1,1,0,1,3,0,0,1,1,4,0,0,1,1,14,0,4,1,2,5,0,7,1,7,4,3,5,2,1,1,1,3,1,0,2,7,0,0,2,2,0,1,1,1,1,0,0,14,0,14,0,8,0,0,0,0,0,1,1,0,0,62,0,30,0,4,1,0,2,0,0,2,0,1,4,0,1,15,2,19,3,21,12,0,2,35,0,5,0,5,0,0,3,0,0,1,3,0,0,1,7,1,9,1,0,0,0,4,1,1,3,5,0,2,0,71,3,12,12,6,22,21,4,7,0,9,1,0,6,1,0,17,3,0,2,2,0,24,1,1,2,0,17,0,1,9,2,2,9,15,19,16,2,5,2,0,1,0,3,24,8,8,5,0,8,32,2,46,4,6,5,3,0,1,11,2,0,1,4,4,3,2,2,13,39,2,1,2,3,4,3,3,1,1,7,2,1,6,6,0,3,0,2,2,0,2,31,4,3,6,1,4,6,0,3,0,1,1,0,1,0,0,5,1,12,74,0,1,4,44,2,4,1,1,4,0,6,7,8,0,2,2,7,4,4,7,48,2,2,50,10,6,29,2,74,0,4,0,2,1,8,0,1,18,10,38,10,1,1,4,1,1,1,2,4,5,1,1,5,1,0,4,1,9,4,3,3,5,3,4,2,4,3,2,1,12,0,1,1,0,15,9,1,2,0,13,2,1,0,3,11,3,2,7,1,4,15,3,1,1,6,69,3,16,3,2,17,0,5,3,8,9,11,4,4,3,12,0,1,9,1,1,1,0,2,4,3,1,0,2,7,14,3,6,1,4,1,5,1,0,0,0,1,17,2,2,2,3,12,0,17,3,2,0,3,1,2,8,1,33,25,7,9,26,8,17,1,1,1,29,4,2,3,0,11,1,8,0,2,2,0,4,5,9,4,0,8,4,0,5,0,1,4,0,3,28,4,3,9,6,8,7,9,9,10,4,5,2,1,5,1,2,104,4,2,4,3,4,4,2,1,0,22,1,13
upon,1,0,0,0,2,0,1,0,0,5,0,0,1,0,3,0,1,6,0,0,6,0,2,0,0,21,0,0,4,0,0,2,0,0,0,0,0,0,1,1,12,6,0,0,0,0,2,0,9,1,1,0,2,0,0,0,2,1,0,0,0,7,1,1,0,0,0,2,0,0,0,2,0,0,1,0,1,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,3,1,2,4,6,0,1,1,0,1,3,3,4,1,0,0,1,1,0,0,1,1,14,6,3,6,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,7,9,3,0,0,0,1,2,0,0,0,0,0,0,2,0,3,1,0,1,0,0,1,1,0,0,0,8,0,1,0,0,0,0,1,5,2,5,1,4,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,2,0,0,2,0,1,0,3,1,2,1,0,1,2,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,13,0,1,4,5,0,5,0,4,0,5,0,0,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,5,1,0,0,0,0,2,0,6,2,2,0,0,0,12,0,3,0,1,1,0,0,0,0,0,0,0,0,2,0,3,1,3,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,1,1,1,0,0,1,1,1,2,0,0,0,1,0,0,4,0,0,0,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,14,0,1,12,3,31,0,0,0,0,1,4,0,0,0,2,19,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,0,1,5,1,0,2,0,0,3,1,0,0,3,0,2,0,0,1,1,0,0,4,0,3,1,0,1,1,0,0,3,0,1,6,0,3,4,4,2,0,2,1,2,0,0,1,0,0,2,0,0,2,0,1,0,2,1,0,0,2,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,2,3,1,0,5,0,0,10,1,0,0,11,7,15,0,0,7,2,0,0,0,9,1,0,1,0,0,0,2,1,0,0,0,0,0,2,0,1,0,1,1,9,2,1,0,0,0,2,0,0,1,1,0,1,3,2,0,11,0,0,1,0,0,1,5,0,1,1,0,0,0,1,0,0,3,1,4
us,9,0,2,1,0,8,18,0,2,3,0,0,0,5,0,1,7,5,0,5,4,2,10,3,2,4,0,1,5,9,0,0,2,0,5,0,2,0,7,4,1,4,7,0,0,0,0,0,4,1,1,0,2,0,0,0,0,2,0,4,0,2,0,6,0,0,1,1,1,2,1,1,0,0,0,0,0,0,0,2,36,0,3,2,6,0,3,14,3,1,1,2,1,1,0,0,1,7,0,13,12,13,0,5,2,1,0,1,0,1,1,2,1,0,0,4,0,0,0,4,16,0,0,0,2,1,0,1,0,2,0,1,1,6,0,62,1,0,4,0,1,0,2,0,4,4,0,9,0,3,3,1,0,1,1,0,3,11,2,1,1,0,0,0,0,0,1,0,0,13,2,7,0,0,1,0,10,1,10,3,1,1,1,0,1,0,2,2,1,1,0,0,0,1,1,1,0,1,0,0,0,0,2,1,0,1,1,0,1,1,0,0,5,0,0,0,0,0,2,2,0,1,0,2,0,4,0,0,0,3,0,1,5,1,17,0,0,5,3,0,11,2,2,0,7,9,1,0,1,0,0,1,0,11,1,4,4,1,2,0,0,0,5,9,4,0,0,1,2,1,3,0,1,3,1,0,2,3,1,0,12,0,0,4,0,0,8,30,0,1,1,2,5,0,0,0,0,6,0,0,3,1,1,4,2,0,20,1,1,1,1,1,1,0,8,2,1,4,0,0,14,2,11,1,1,9,2,0,1,0,0,0,1,1,1,0,3,0,17,9,0,1,8,0,0,1,0,0,2,1,0,2,0,1,0,2,1,5,2,0,0,6,0,2,2,2,1,2,1,2,2,0,1,2,0,2,2,2,0,3,17,1,0,0,14,0,4,2,0,1,2,1,3,1,0,3,0,7,1,6,9,15,0,1,2,5,0,1,0,6,0,2,9,2,2,6,0,0,8,12,21,2,0,1,3,0,2,4,0,4,1,0,1,0,2,1,2,1,5,0,5,1,7,3,1,3,3,2,0,3,0,0,0,0,3,0,6,1,3,2,2,0,0,1,0,2,1,0,2,4,1,6,0,0,0,1,6,4,6,2,0,9,1,2,0,10,5,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,5,3,1,0,4,3,2,7,0,0,4,0,0,0,2,0,4,1,1,1,0,5,1,4,3,1,0,0,5,0,4,1,48,3,1,4,5,5,3,0,1,4,12,1,0,0,2,1,2,4,0,0,2,1,0,0,2,0,1,1,1,0,4,2,0,4,1,1,4,0,4,31,1,0,3,4,7,4,5,3,1,13,0,1,4,24,0,1,3,1,6,0,0,3,1,7,0,0
use,2,0,0,0,0,2,0,1,0,3,0,4,0,1,1,2,0,8,0,0,5,1,0,0,0,8,2,3,4,2,0,0,2,3,0,0,0,0,5,15,1,0,13,0,0,2,2,1,1,11,0,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,1,67,0,0,0,3,5,0,0,1,1,1,0,2,0,0,1,0,4,2,5,5,11,0,0,1,0,0,2,0,9,3,0,4,2,1,7,0,0,3,14,2,7,0,0,0,0,1,1,0,1,2,0,0,0,0,3,1,0,1,1,0,0,0,0,5,12,2,1,0,4,1,0,2,0,4,0,3,0,1,5,1,1,0,0,1,0,0,0,13,7,0,4,0,1,1,0,6,0,3,2,0,5,0,0,0,0,2,1,2,0,1,0,0,0,0,3,1,0,0,1,0,5,2,0,0,0,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,3,6,3,0,0,2,10,6,5,0,2,1,6,0,0,0,3,2,0,1,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,1,2,0,8,3,2,13,0,1,1,3,2,0,4,1,1,9,0,0,6,4,1,1,1,1,7,0,1,0,0,19,0,0,2,0,0,1,0,3,9,0,0,3,1,0,0,2,9,1,7,4,1,0,20,0,4,0,2,3,1,0,0,0,0,0,3,1,0,0,0,1,5,6,1,0,2,0,1,1,0,1,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,3,26,0,0,0,1,1,0,0,0,0,0,0,2,1,2,1,0,2,0,1,3,5,0,1,2,0,1,2,0,6,0,0,0,0,0,3,2,0,0,10,27,5,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,2,0,1,0,0,0,3,1,1,2,0,2,2,4,1,1,0,0,4,3,1,0,1,2,2,0,0,8,0,0,0,2,0,1,3,1,0,2,13,1,9,8,0,10,1,2,0,5,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,2,0,2,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,4,0,4,0,6,2,1,8,0,0,0,9,15,7,0,2,8,4,0,1,0,22,0,1,0,1,1,0,2,0,0,0,0,0,0,4,0,2,0,3,0,0,1,0,2,0,0,3,4,0,2,0,0,0,5,2,0,3,0,2,0,2,0,2,10,1,0,0,1,1,3,0,1,0,3,0,7
used,0,1,2,0,0,0,3,1,0,14,0,3,1,1,1,2,1,59,1,0,15,0,1,0,2,93,0,1,17,0,0,13,0,0,0,0,1,0,4,3,0,0,23,0,0,0,0,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,5,0,1,0,0,0,0,0,0,0,0,1,0,9,1,11,15,28,0,0,0,1,0,2,0,1,0,0,0,1,0,2,0,0,1,63,8,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,1,0,8,0,2,0,1,3,0,1,5,0,2,0,0,0,0,3,0,0,0,1,17,0,4,1,0,4,1,1,5,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,2,4,0,0,0,0,0,0,0,1,0,0,8,7,2,0,1,2,0,3,0,0,0,6,0,2,0,4,13,1,0,2,1,0,10,1,0,0,5,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,49,2,1,9,0,0,24,3,4,3,8,0,0,4,1,1,4,1,0,0,2,0,3,0,2,0,0,7,0,0,0,1,1,2,0,1,7,2,1,3,0,0,1,0,10,2,4,3,0,0,42,0,4,1,1,12,3,0,0,0,0,0,0,0,0,0,3,1,7,29,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,0,1,0,6,0,0,0,2,0,1,1,0,1,0,0,0,2,0,0,3,65,1,0,0,2,1,1,1,0,1,0,0,3,0,1,0,0,0,0,0,1,3,0,0,2,5,1,2,0,6,2,0,0,1,1,2,0,0,0,12,18,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,2,0,1,5,0,2,0,0,3,0,0,0,1,0,4,1,0,0,0,3,0,1,0,2,1,0,2,3,0,3,0,1,2,1,6,0,3,6,0,4,0,2,0,2,1,1,1,1,1,0,0,1,0,0,0,2,0,1,1,0,0,3,0,0,2,4,0,6,0,1,0,0,0,0,0,1,1,0,0,1,0,4,0,3,1,1,1,1,2,1,2,2,7,4,8,0,0,4,6,0,1,1,20,0,0,0,2,2,1,1,1,0,0,0,0,0,5,4,1,2,5,0,0,1,0,3,0,0,3,0,0,2,2,0,5,2,8,2,2,1,0,0,1,0,3,17,2,1,1,1,1,1,1,0,0,2,1,2
very,3,0,0,1,1,0,6,0,0,1,1,1,1,1,2,0,0,30,1,1,9,0,19,2,2,36,0,1,8,0,1,3,0,0,0,0,1,0,11,12,0,0,2,1,1,0,0,0,1,7,0,0,1,0,1,3,0,0,1,0,1,0,1,1,1,1,0,2,0,0,1,1,2,3,0,0,2,1,0,1,18,0,2,0,11,0,0,0,0,1,0,0,2,1,0,0,1,13,1,6,12,26,0,2,4,1,1,5,6,12,0,1,3,2,0,1,1,0,2,85,39,6,1,0,0,0,1,6,0,0,2,0,0,0,0,0,3,0,2,0,1,0,2,4,5,2,6,2,0,10,2,1,0,1,3,1,0,0,0,2,3,0,0,1,0,0,2,0,4,20,0,0,0,0,2,1,15,1,7,9,1,7,0,3,2,5,2,1,1,0,4,0,2,2,0,2,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,4,0,1,0,1,7,1,1,1,0,2,0,9,1,0,0,9,0,2,1,2,32,8,8,4,6,2,6,2,0,0,20,0,0,1,0,1,0,0,0,0,3,2,2,1,3,0,0,1,4,0,4,2,3,11,0,1,75,0,0,5,1,1,18,0,2,0,12,2,0,5,0,0,8,17,1,1,5,3,8,0,1,1,0,9,1,3,6,0,0,3,0,2,1,0,0,0,2,0,2,0,1,0,0,1,1,0,2,0,12,1,2,4,1,0,0,0,0,3,4,0,2,2,1,1,8,3,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,0,10,4,0,1,0,0,1,0,5,2,0,6,0,1,1,1,0,2,1,8,0,25,0,12,12,3,0,0,6,0,1,0,0,2,1,1,14,1,0,7,1,1,0,1,5,12,0,1,3,1,14,1,1,12,0,2,0,0,1,8,14,1,0,3,9,1,0,0,2,2,0,1,10,4,1,0,1,2,2,1,3,1,3,1,22,10,1,0,0,1,10,2,2,0,2,0,0,0,0,1,3,0,47,2,0,0,0,2,0,2,1,3,0,2,0,5,1,0,4,6,7,1,6,4,1,3,0,0,1,5,0,0,3,1,7,1,1,1,0,0,0,2,0,2,0,0,0,0,1,0,0,4,0,2,1,0,0,1,5,1,1,0,4,0,0,0,18,2,1,1,0,3,0,4,0,0,1,0,19,3,0,2,5,1,4,4,2,0,3,3,1,1,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,11,0,1,3,2,2,1,26,0,1,2,7,1,2,1,1,0,0,0,1,5,0,0,0,2,0,0,1,1,0,5,7,2
want,0,0,1,0,0,0,8,1,0,2,0,0,0,0,3,0,0,0,0,0,3,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,1,0,2,0,0,0,2,1,2,0,0,0,13,0,14,5,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,4,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,23,0,0,2,1,1,7,1,2,0,0,1,0,0,24,0,0,0,3,1,0,0,0,7,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,7,3,1,1,1,0,1,1,0,0,0,2,0,0,1,1,0,1,0,6,22,1,3,0,0,0,0,1,0,1,1,1,3,0,3,0,1,1,1,2,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,0,3,0,1,1,0,0,0,0,0,6,1,0,0,0,2,0,1,0,0,1,2,0,0,0,0,2,1,2,2,2,0,14,1,2,1,0,4,0,0,0,1,0,2,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,30,1,0,0,8,3,0,0,0,0,8,0,4,4,2,0,0,0,0,13,1,0,1,0,82,0,0,3,0,0,0,0,1,2,0,1,0,0,0,0,0,1,1,0,0,0,2,3,0,0,0,3,16,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,10,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,5,0,0,0,7,0,8,2,0,16,0,1,1,1,0,0,0,0,0,0,4,3,1,1,8,3,0,16,2,5,2,1,1,0,0,1,0,0,2,7,18,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,7,0,0,0,0,12,0,0,0,0,0,5,0,0,0,3,0,0,1,1,0,0,1,7,2,1,4,1,2,0,1,1,1,3,2,0,4,0,0,0,1,8,0,1,2,1,0,0,1,1,0,0,0,0,0,0,2,2,1,0,1,0,0,0,3,0,1,13,0,1,0,0,0,1,0,0,0,1,2,0,1,1,0,1,1,0,0,4,0,8,1,4,1,1,1,3,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,2,2,0,0,0,0,1,0,0,1,0,0,0,2,1,0,0,0,0,2,1,2,1,2,0,0,1,0,0,0,0,0,0,17,0,4
war,3,0,0,21,0,0,0,0,0,0,0,0,4,0,1,3,3,0,0,0,0,0,6,1,1,5,2,0,5,11,0,0,0,0,0,0,3,0,4,13,0,0,3,1,0,0,0,0,1,1,3,0,2,2,0,1,0,0,0,1,0,2,24,0,1,8,0,1,0,1,0,0,0,0,0,0,0,0,0,10,10,2,1,0,6,6,1,0,0,1,0,0,1,1,0,0,0,3,0,0,3,5,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,1,4,7,0,1,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,3,1,1,1,0,0,1,1,0,1,2,0,0,1,0,1,0,0,3,0,2,4,7,0,1,0,1,0,2,3,0,2,0,0,5,0,0,0,3,1,0,0,2,0,0,0,0,1,0,0,2,0,0,0,1,0,1,0,0,2,0,0,1,0,7,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,1,1,0,0,1,0,0,17,3,0,1,0,0,0,0,0,1,8,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,1,1,3,0,1,0,0,1,0,5,11,0,1,1,1,1,3,0,6,0,0,3,0,1,0,0,0,3,0,3,0,67,0,3,4,0,0,2,0,0,3,0,0,3,0,13,6,0,0,2,0,0,2,1,4,0,1,2,0,0,9,1,6,0,1,3,1,0,2,0,3,0,0,0,5,1,3,0,10,2,2,1,4,0,0,0,0,0,0,2,0,0,1,1,0,4,0,1,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,4,0,0,0,0,0,5,6,1,2,0,2,1,0,0,2,0,0,0,0,0,1,2,0,8,0,7,5,16,0,0,0,1,0,1,0,5,0,1,0,1,0,4,0,0,3,18,15,4,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,2,0,0,0,1,0,0,3,1,0,0,1,1,0,0,0,2,1,1,2,6,0,5,1,0,0,1,9,0,2,3,0,7,0,0,0,5,4,10,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,3,0,0,0,0,0,0,1,0,1,2,0,3,3,0,1,0,4,0,1,0,1,3,2,1,0,0,3,14,3,1,2,3,5,7,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,0,1,0,0,1,1,5,29,0,0,9,1,0,5,0,6,1,6,1,0,5,0,1,4,12,0,0,1,2,5,1,2,0,0,1,0,0
